User_ID,Avg_Purchase_Amount,ProductCategory_Diversity,Num_Transactions,Gender,Age,Occupation,City_Category,Marital_Status,Stay_In_Current_City_Years,Most_Frequent_CategoryID,Cat_SpendProp_1,Cat_SpendProp_2,Cat_SpendProp_3,Cat_SpendProp_4,Cat_SpendProp_5,Cat_SpendProp_6,Cat_SpendProp_7,Cat_SpendProp_8,Cat_SpendProp_9,Cat_SpendProp_10,Cat_SpendProp_11,Cat_SpendProp_12,Cat_SpendProp_13,Cat_SpendProp_14,Cat_SpendProp_15,Cat_SpendProp_16,Cat_SpendProp_17,Cat_SpendProp_18,Cat_SpendProp_19,Cat_SpendProp_20,CLV
1000011,7957.471428571429,11,70,F,26-35,1,C,0,1,5,0.16195022467653938,0.03672918353461168,0.004780772068657847,0.00383826161576811,0.39437509761715406,0.10804221728725744,0.037599883667281245,0.1998660737527894,0.0,0.0,0.008179195473077413,0.0,0.0,0.0,0.0,0.044421864088197434,0.0,0.0,0.0,0.00021722621866601558,557023
1000012,10981.90909090909,6,11,M,26-35,12,C,0,2,5,0.38383788213673725,0.10586005082739382,0.0,0.0,0.17467570632693438,0.13740780291553878,0.0,0.08026423622321008,0.0,0.11795432157018568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120801
1000013,11898.783333333333,6,60,M,46-50,1,C,1,3,1,0.6016273372487664,0.3036991176969074,0.0,0.0,0.007653443559355508,0.045779190309373365,0.0,0.03282828636541271,0.0,0.0,0.008412624820184697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713927
1000014,9817.615384615385,5,13,M,36-45,0,C,0,0,8,0.3933432056977646,0.0,0.0,0.0,0.12419591158749187,0.1591487828001473,0.0,0.2199656817807865,0.0,0.0,0.0,0.0,0.0,0.0,0.10334641813380971,0.0,0.0,0.0,0.0,0.0,127629
1000015,8954.940170940172,11,117,M,26-35,7,A,0,1,1,0.38805968724707174,0.02781447093138677,0.010085632912358932,0.002065421559794145,0.16369324862941526,0.12464017378556266,0.0,0.1926940961776339,0.0,0.0,0.008820991707771482,0.0,0.002721126093795336,0.0,0.0,0.0788286654551563,0.0,0.0,0.0,0.000576485500053449,1047728
1000016,6840.454545454545,6,22,F,36-45,0,C,1,0,5,0.3703967040999402,0.15234234832879262,0.0,0.0,0.3773872018074291,0.0,0.0,0.07901521695793741,0.0,0.0,0.020446541298425144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004119875074755798,0.0,150490
1000017,12399.95652173913,13,115,M,51-55,1,C,0,0,1,0.4026683123012353,0.06632000813467089,0.028505710048071696,0.002423570910136431,0.07357599430573039,0.0978979589690006,0.0,0.10156557351182859,0.01598532954182869,0.045995953702502465,0.03207935511695342,0.0,0.0010666236557631689,0.0,0.13156918502519294,0.0,0.0,0.0,0.0,0.0003464247770854737,1425995
1000018,10994.705555555556,10,180,F,18-25,3,B,0,3,1,0.5245206404900945,0.11223179641514325,0.12108555279384471,0.012732390893192532,0.05600170182921376,0.07041015195697727,0.0,0.09332421109756363,0.0,0.007081691339316348,0.0,0.0,0.0,0.0,0.0,0.002423893924702142,0.0,0.0,0.0,0.00018796925995188593,1979047
1000019,10055.64827586207,13,145,M,0-17,10,A,0,3,1,0.537449187932807,0.022655306436115165,0.11859932554632188,0.0014814113735358203,0.11698554732320623,0.01132045191276956,0.0,0.05750413732134762,0.009518753913566505,0.0,0.07777272543343285,0.0,0.0005287815597204247,0.0,0.0207781661910376,0.025316360199688765,0.0,0.0,0.0,8.984485645055207e-05,1458069
1000020,15478.916666666666,3,12,M,26-35,14,A,0,0,1,0.8947654605457962,0.0,0.0,0.0,0.03789563223093778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06733890722326606,0.0,0.0,0.0,0.0,0.0,185747
1000021,9078.5,6,14,M,18-25,16,B,0,0,3,0.4839298499594804,0.20181118655536234,0.25996270623687046,0.0,0.014335281945569989,0.0371678770092605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002793098293456282,127099
1000022,8204.576923076924,11,156,M,18-25,15,A,0,4+,5,0.4975131141623578,0.06894447595697836,0.012700072036089924,0.0,0.2842917571024303,0.03192323859259294,0.0,0.05761949630990832,0.0,0.014693174697675,0.021496756813348398,0.0,0.00044377981645641815,0.0,0.0,0.010189747123634869,0.0,0.0,0.0,0.0001843873885276667,1279914
1000023,9771.91812865497,13,171,M,36-45,0,B,1,3,1,0.4390687481373407,0.08214372488776168,0.026310025505715744,0.005040101783485079,0.12784754978761195,0.11937596574023428,0.012588285563477634,0.052973133420865855,0.0,0.031427925108228734,0.030938397293114654,0.0,0.0013710369491764802,0.0,0.03822027315412706,0.03269483266886017,0.0,0.0,0.0,0.0,1670998
1000024,9362.324675324675,8,77,F,26-35,7,A,1,3,5,0.37126143884233437,0.06302547236159295,0.014935518012925527,0.0,0.3442479459674656,0.028195350527605117,0.0,0.17002520464031715,0.0,0.0,0.008241098961158221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.797068660103566e-05,0.0,720899
1000025,12152.40909090909,7,44,M,18-25,4,C,0,4+,1,0.791160001944994,0.04296192674105022,0.04641242103137051,0.0,0.06964761943946766,0.0,0.0,0.04785433490553687,0.0,0.0,0.0,0.0,0.0010454343134357947,0.0,0.0,0.0,0.0,0.0,0.0,0.0009182616241448572,534706
1000026,7106.9646017699115,12,226,M,26-35,7,B,1,2,5,0.3258003180228294,0.0567485216421135,0.03218829342275494,0.005882924265988616,0.3120714194103503,0.025512179875903856,0.0,0.18965753399071333,0.0,0.0,0.006664284193368838,0.0010995072762975866,0.000706648221176535,0.0,0.007925044235556048,0.035743325442947026,0.0,0.0,0.0,0.0,1606174
1000027,10688.904761904761,9,42,M,26-35,11,C,1,1,5,0.1365256362850664,0.09503846890634259,0.03747766932333038,0.0,0.2532376696797302,0.12673800603206709,0.0,0.15373529293838292,0.0,0.18632582963197264,0.010092797604993162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008286295981146449,448934
1000028,9062.456140350878,11,57,F,26-35,1,C,1,2,5,0.27037517422951834,0.0,0.026463527954158277,0.004204739042899179,0.2278167105466935,0.11732615765835527,0.0,0.25609028960817715,0.0,0.04492992101595168,0.01151657116307883,0.0,0.0029347994424655413,0.0,0.0,0.0338450518816788,0.0,0.004497057457023386,0.0,0.0,516560
1000029,13388.48076923077,6,52,M,36-45,7,C,0,1,1,0.9033626783069831,0.018705804789134174,0.0,0.0,0.0,0.0,0.0,0.008583727975110636,0.0,0.020835936748151755,0.006495250653187801,0.0,0.0,0.0,0.04201660152743245,0.0,0.0,0.0,0.0,0.0,696201
1000030,8438.193548387097,10,31,F,36-45,7,C,0,3,8,0.1759434827818215,0.0508746712337146,0.030720533365955104,0.013085662731665545,0.180202153036883,0.18793962933512753,0.0805974371521194,0.26644213713376963,0.0,0.0,0.011904397822496788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022898954064468776,261584
1000031,7752.40625,9,64,M,55+,7,C,0,2,5,0.28943231335432146,0.02678200719937761,0.04311967655203828,0.01123441512111159,0.581867726552643,0.024331155246153414,0.0,0.01568464629933448,0.0,0.0,0.0,0.0028297665644134683,0.0,0.0,0.0,0.0,0.0,0.004718293110606788,0.0,0.0,496154
1000032,9543.708333333334,9,24,F,26-35,0,C,1,3,8,0.12052879514863632,0.0,0.08410864050923601,0.008976245257564975,0.09952892175909958,0.19227763491654623,0.0,0.27883116713017736,0.0,0.0,0.0,0.0,0.0,0.050539404232282176,0.0,0.16499526302232273,0.0,0.0,0.00021392802413457382,0.0,229049
1000033,8983.416666666666,17,216,M,46-50,3,A,1,1,8,0.3626105303084181,0.03213328262261018,0.008647105932845397,0.006316680220447347,0.10364931679669019,0.07763378818378308,0.008657928343274491,0.201525135305898,0.0,0.01490452057237152,0.057471637554382615,0.004348032228107552,0.001772813898860967,0.0057405157033175325,0.03316862655366009,0.07839290297245233,0.0,0.002833925473789668,0.0,0.00019325732909094846,1940418
1000034,8079.83,11,100,F,18-25,0,A,0,0,5,0.19276148136780105,0.049057962853178844,0.07293470283409428,0.01575899492934876,0.47797292764823024,0.015531267365773784,0.0,0.10256651439448602,0.0,0.0,0.03928548001628747,0.0,0.0,0.01842984320214658,0.0,0.01540874003537203,0.0,0.0,0.0,0.00029208535328094777,807983
1000035,7399.126126126126,11,111,M,46-50,1,C,1,4+,5,0.18039018486478195,0.0,0.05616562949362172,0.006876877352207407,0.3275916440095799,0.0396881540673783,0.0,0.3261317686651577,0.0,0.022956204957244767,0.0,0.004268826486692487,0.0009192709633350907,0.018204000228904556,0.0,0.0,0.0,0.016807438911096147,0.0,0.0,821303
1000036,11582.85,15,200,M,26-35,3,B,0,0,5,0.4645834142719624,0.004284351433369162,0.032586539582227174,0.002452764216060814,0.2136900676431103,0.056697185925743666,0.048551090621047496,0.10234052931705064,0.0,0.016142831859171102,0.007924215542806822,0.0,0.0004135424355836431,0.0,0.0,0.04275286306910648,0.004589544024139137,0.0029746564964581255,1.6403562163025507e-05,0.0,2316570
1000037,8279.0,8,30,F,26-35,9,C,0,1,5,0.313177920038652,0.0,0.09777750936103394,0.011180899464508596,0.3800096630027781,0.018202681483270925,0.0,0.1594717558481298,0.0,0.0,0.0131940250432822,0.006985545758344406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248370
1000039,9325.341463414634,10,41,M,18-25,4,B,0,2,5,0.32780072134937843,0.09231336588734082,0.02845642218031642,0.0038526020102579127,0.20676676980376055,0.11723104365497634,0.0,0.14681473770659023,0.0,0.0,0.0,0.0,0.0,0.0,0.011445340391641972,0.06437219326304666,0.0,0.0,0.0,0.0009468037526906751,382339
1000041,9177.5,7,16,F,18-25,4,C,0,3,11,0.5262394442931081,0.0,0.0,0.01920457640969763,0.09736447834377554,0.0,0.0,0.10641514573685644,0.0,0.0,0.10478752383546718,0.0,0.0,0.0,0.0,0.1418823208934895,0.0,0.0,0.0,0.004106510487605557,146840
1000042,11864.28,10,125,M,26-35,8,C,1,0,1,0.7258271045524887,0.06102081205096306,0.007248648885562377,0.00712997333171503,0.09616495901984781,0.0,0.0,0.03653251609031479,0.0,0.01579531164133011,0.007278317774024214,0.0,0.0,0.0,0.04298482503784469,0.0,0.0,0.0,1.7531615909267146e-05,0.0,1483035
1000043,9851.142857142857,6,14,M,26-35,12,A,0,0,5,0.22580411264827865,0.0,0.19675019577133906,0.0,0.27653064183996057,0.0,0.0,0.14626294266075002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1519838162359697,0.0,0.0,0.0,0.0026682908437019636,137916
1000044,9836.5,10,120,M,46-50,17,B,1,3,1,0.4449397651603721,0.1517579084701537,0.08663565970280757,0.020699266337958964,0.13039614361476812,0.010457649231603382,0.0,0.1141191819583524,0.0,0.0,0.014807943204730679,0.0,0.0009878174825056337,0.0,0.0,0.02519866483674749,0.0,0.0,0.0,0.0,1180380
1000045,5731.444444444444,9,162,F,46-50,16,A,1,1,5,0.07523365794501634,0.07304409075341359,0.03186773420183652,0.01525373346515971,0.6250756601550468,0.0,0.0,0.15445549459662636,0.0,0.0,0.0,0.002633296499492727,0.001035009380782213,0.021401323002625757,0.0,0.0,0.0,0.0,0.0,0.0,928494
1000046,6606.142857142857,5,21,M,18-25,19,C,0,4+,11,0.19824982519876883,0.0,0.0,0.0,0.026706744804619077,0.0,0.0,0.014733761506245991,0.0,0.0,0.7577002645445436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002609403945822431,138729
1000047,9378.785714285714,4,14,M,18-25,4,C,1,4+,8,0.21193727485282135,0.0,0.0,0.0,0.052641599963443336,0.18706350959231702,0.0,0.5483576155914183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131303
1000048,8250.011834319526,17,338,M,26-35,4,B,1,3,1,0.47473483989981724,0.0834971009544903,0.0566192481703451,0.012106850124654654,0.17022926988808337,0.03218643401623236,0.006036570146573216,0.11821213094906803,0.0,0.0068126135017199186,0.011535934680387763,0.0013896340116420847,0.0004063110542427051,0.0,0.009239721370311824,0.01038872456342182,0.0027742474100808175,0.0036177104282439617,0.0,0.00021265883068484034,2788504
1000049,12206.066666666668,10,60,M,18-25,12,C,1,4+,1,0.5784978507955061,0.03570492268871763,0.19167790879944946,0.0,0.009648207721843237,0.04472093112168266,0.02236046556084133,0.08370291275922902,0.0,0.0,0.010440163634476845,0.0,0.0,0.0,0.0,0.022737327339956634,0.0,0.0,0.0,0.0005093095782971309,732364
1000050,7952.4,9,25,F,26-35,2,A,1,1,8,0.2713595895578693,0.04951964186912127,0.042196066596247674,0.0,0.2201901312811227,0.0,0.0,0.23837835118957798,0.0,0.0,0.02962124641617625,0.0,0.0,0.0,0.08736985061113627,0.061304763341884214,0.0,0.0,6.035913686434284e-05,0.0,198810
1000051,8030.88,8,25,F,0-17,10,C,0,2,5,0.039836232143924455,0.0,0.11941406172175403,0.0,0.45541709003247466,0.059500328731097965,0.0,0.1290070328531867,0.0,0.0,0.03038770346462654,0.0,0.0,0.0,0.08602295140756679,0.08041459964536887,0.0,0.0,0.0,0.0,200772
1000052,12453.309523809523,3,42,M,18-25,4,C,0,0,1,0.8953175575817482,0.0,0.0,0.0,0.07094882026005708,0.0,0.0,0.033733622158194705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523039
1000053,11327.244031830238,15,377,M,26-35,0,B,0,1,8,0.32042578970304925,0.07759981509803246,0.03811495535165446,0.002810996983634443,0.1263953412947025,0.10372635070817032,0.0,0.21264639536002844,0.0,0.015382270065059921,0.03597837283926853,0.0007395142014593112,0.0010584560451539222,0.004334986351302967,0.031649943295324924,0.02824836530596522,0.0,0.0008884473971933586,0.0,0.0,4270371
1000054,7810.458333333333,6,24,M,51-55,1,C,1,4+,5,0.16294391601005062,0.0,0.0,0.014755856197086172,0.6462008738283604,0.0,0.0,0.08620386127574672,0.0,0.0,0.0,0.0,0.0,0.0,0.08856181081989427,0.0,0.0,0.0,0.0,0.0013336818688617293,187451
1000055,9594.285714285714,7,14,F,36-45,12,B,0,1,8,0.1432772483621203,0.0,0.17969773674806433,0.0,0.11695949970220369,0.09425997617629542,0.09302412150089338,0.3709425253126861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018388921977367482,134320
1000056,10081.605263157895,6,38,M,36-45,20,C,1,0,8,0.21116624597690947,0.0,0.1402502212210357,0.0,0.170868778729369,0.24299336206378996,0.0,0.23409231508140152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006290769274943162,383101
1000057,7269.395348837209,11,43,M,18-25,19,C,0,2,5,0.3630480126941878,0.03251605968315717,0.1120594784122028,0.004741125585442633,0.2153885035702403,0.038808768203107004,0.0,0.12632124484938448,0.0,0.0,0.010298031889028229,0.0,0.0,0.0,0.06704437847106698,0.029732807821257645,0.0,0.0,4.158882092493538e-05,0.0,312584
1000058,11098.988505747126,14,261,M,26-35,2,B,0,3,1,0.46914978963255083,0.05370859793236483,0.029835655176889544,0.0036443209073623774,0.12235142065343016,0.044828909886510664,0.0,0.1430999200507036,0.006256136004937801,0.02450397606215885,0.02493651694469414,0.0,0.0016997855591410766,0.0,0.05010259469296847,0.0257115004094122,0.0,0.0,0.0,0.00017087608687547378,2896836
1000059,7657.171875,17,128,F,51-55,1,B,1,4+,8,0.1381690776008603,0.026632507514401327,0.01713671211017449,0.0021160717383008985,0.14968095678275473,0.07146792529062827,0.008962186185744982,0.4193892980232992,0.0,0.06317606655525151,0.0077347829547054535,0.012125070654757897,0.0013590200363629685,0.026831463150355367,0.01340450843673925,0.03867901620009019,0.0,0.0030843224999438845,5.101426562924056e-05,0.0,980118
1000060,7778.583333333333,9,36,M,51-55,1,C,1,1,5,0.4900885265454649,0.12979369993822068,0.08627320741780316,0.0,0.16621849879833875,0.029086273207417804,0.0,0.035832003113963194,0.0,0.0,0.0,0.0,0.01545554210456774,0.0,0.0,0.0,0.047077266997346705,0.0,0.00017498187687703775,0.0,280029
1000061,7818.0,6,20,M,26-35,17,C,0,1,1,0.6566001534919417,0.0,0.0,0.013481708876950627,0.2472435405474546,0.0,0.0,0.051368636479918135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030915835251982604,0.0,0.0,0.00039012535175236634,0.0,156360
1000062,8913.539007092199,17,282,F,36-45,3,A,0,1,8,0.25714010641235063,0.043019265457201535,0.009702349362552305,0.0,0.17433237667776091,0.08171687185562802,0.0,0.265479878008512,0.0038303353970253235,0.04685477268224527,0.004184804532749209,0.0025310130656289063,0.001652995801271315,0.016408221137818077,0.02712942061999874,0.05456557042478213,0.005176999846436491,0.006083263248433135,0.0,0.0001917554696059624,2513618
1000063,8789.84126984127,10,63,M,18-25,4,C,0,2,5,0.27290884137532506,0.02306594914764519,0.09221323316960416,0.0014753683906385438,0.2575321438890494,0.0,0.0,0.15513579890205142,0.0,0.04252383704131754,0.03293484542039873,0.0,0.0,0.0,0.0465382114995666,0.07567177116440335,0.0,0.0,0.0,0.0,553760
1000064,13187.25,6,16,M,18-25,1,A,1,1,1,0.8115035356120495,0.0,0.0,0.0,0.03371153955525223,0.0,0.0,0.03691539176098125,0.0,0.0,0.05740393182809153,0.0,0.0,0.0,0.0,0.06023810877931335,0.0,0.0,0.00022749246431211966,0.0,210996
1000065,13318.223880597016,9,67,M,36-45,12,C,1,2,1,0.6857745138800947,0.048325658591471005,0.014852278496191394,0.0030975400108257008,0.09251379268222983,0.013472730104973435,0.0,0.10013324801276671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04168343006608608,0.0,0.0,0.0,0.00014680815536113125,892321
1000066,10715.619047619048,8,21,M,26-35,18,C,0,2,1,0.5331292105871269,0.04502995182821693,0.02527685443589242,0.0065814032031569405,0.2092939545301029,0.0,0.0,0.12372238121478216,0.0,0.0,0.0,0.0,0.0,0.0,0.05644186501235402,0.0,0.0,0.0,0.0,0.0005243791883676698,225028
1000067,9787.277777777777,5,36,F,51-55,5,C,1,4+,8,0.1097995697362222,0.0,0.0,0.0,0.16579630018561511,0.22882880837368239,0.0,0.46093568180915134,0.0,0.0,0.03463963989532897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352342
1000068,7643.139534883721,10,43,M,18-25,4,A,0,0,5,0.10477856719051894,0.049638678857768785,0.10623602257686632,0.01049124461821667,0.46732287657269783,0.0,0.0,0.15163621426724072,0.0,0.0,0.0,0.0052486650134639665,0.0,0.0,0.05203024448129497,0.05116307373994006,0.0,0.0,0.0,0.0014544126819917543,328655
1000069,8778.944444444445,6,36,F,26-35,1,A,0,1,8,0.12263559906594693,0.020332740585112107,0.0,0.0,0.15111599091260022,0.06474455926743913,0.0,0.6392346586846052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001936451484296391,316042
1000070,8221.884615384615,10,26,M,18-25,4,A,0,2,5,0.25820862706940667,0.07455243744415702,0.0,0.029597369122744646,0.2303561320865046,0.07582951690843855,0.0,0.1679382885264,0.0,0.0,0.04272368771898638,0.0,0.0,0.0,0.023277463055915496,0.0974509868128681,0.0,0.0,6.549125457854039e-05,0.0,213769
1000071,9819.0625,5,16,M,26-35,14,A,1,0,5,0.3769326246777633,0.08113045415486458,0.0,0.0,0.30057604786607683,0.10199548072944846,0.0,0.13936539257184685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157105
1000072,8450.407407407407,5,27,F,46-50,0,B,1,1,5,0.2717730023974299,0.0,0.0,0.0,0.46286175113187616,0.0,0.0,0.12090585156972489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433987403631646,0.0,0.0,0.0,0.0010606545378044451,228161
1000073,10658.977611940298,12,134,M,18-25,4,A,0,4+,1,0.7338155839482239,0.03217034480778938,0.043500573757809094,0.0034250435656859924,0.12370554427176866,0.008795052590381732,0.0,0.026751326574263302,0.0,0.0,0.009666016244452333,0.0,0.0004081766964012538,0.0,0.008721538777136224,0.009014193767008821,0.0,0.0,2.6604999079327005e-05,0.0,1428303
1000074,11251.655172413793,7,29,M,36-45,14,A,1,2,6,0.09499292058179946,0.0,0.0,0.0,0.12320332947183249,0.4389515105823511,0.0,0.1942151039847011,0.0,0.14497177426769395,0.0,0.0,0.003551967833085094,0.0,0.0,0.0,0.0,0.0,0.00011339327853679765,0.0,326298
1000075,9329.585585585586,7,111,F,0-17,10,C,0,4+,3,0.19016033465175206,0.2611106390210741,0.3580424185773438,0.07608557104010877,0.1047428310982016,0.0,0.0,0.009514438230022867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034376738149681724,1035584
1000076,11720.196078431372,6,51,M,36-45,7,B,1,2,1,0.40477473106586587,0.0,0.095745570742643,0.0,0.13460759874859887,0.10216653003864622,0.0,0.19303698994529303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06966857945895304,0.0,0.0,0.0,0.0,597730
1000077,6720.318181818182,7,22,M,18-25,4,C,0,2,8,0.029347906957868607,0.0,0.16334453861086123,0.0,0.26380650266829897,0.0,0.0,0.32708137466434895,0.0,0.0,0.04083951652722071,0.0,0.0,0.0,0.0,0.1723267972972059,0.0,0.0,0.0,0.003253363274195621,147847
1000078,6777.930232558139,8,86,F,46-50,1,C,1,0,5,0.0,0.08995508678988921,0.17697657582235093,0.010698196266267742,0.6155202761356111,0.0,0.0,0.05772496920580132,0.0,0.0,0.0,0.011353537987517627,0.0,0.0,0.03674888746307269,0.0,0.0,0.0,0.0,0.001022470329489348,582902
1000079,7325.764705882353,8,17,F,46-50,0,A,0,1,8,0.09638825097560584,0.0,0.06393229375772856,0.0,0.1556874207069328,0.12801715139154315,0.0,0.4321733125632337,0.0,0.0,0.11885528914869357,0.0,0.0044564711172493535,0.0,0.0,0.0,0.0,0.0,0.000489810339012992,0.0,124538
1000080,10605.125,8,32,M,55+,1,C,1,3,1,0.4575323251729706,0.06737013943730036,0.16001697292582595,0.012541106304734739,0.06167713723317735,0.05981777678245188,0.0,0.18032260345823364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007219386853054538,339364
1000081,12250.529411764706,11,51,F,26-35,0,A,1,1,5,0.33852718650014324,0.03622572533880088,0.0,0.0,0.14231477791275926,0.14950774436318878,0.0,0.12680044239784755,0.0,0.1127378248559086,0.02387411828540423,0.002272810938943015,0.0,0.0,0.034361060026217354,0.027265728411897366,0.0,0.0061125809688897,0.0,0.0,624777
1000082,10944.203389830509,9,59,M,26-35,17,C,1,2,1,0.4927614339608616,0.02513520043115464,0.0,0.0,0.10572735663798496,0.06998054848321532,0.0,0.22715221121621537,0.0,0.0,0.009143451838911706,0.0,0.0038175150377570046,0.0,0.0405740675351707,0.025708214858728713,0.0,0.0,0.0,0.0,645708
1000083,9999.22641509434,10,53,F,26-35,2,C,0,1,1,0.4345373887413932,0.13482929811551458,0.02588502129410011,0.01318781264211005,0.19459241186582357,0.0,0.0,0.11222188886310074,0.0,0.036106566734407756,0.00893465343545444,0.0,0.0,0.0,0.0,0.03944078692880015,0.0,0.0,0.0,0.00026417137929537945,529959
1000084,12596.59090909091,5,22,M,18-25,4,C,0,1,1,0.7842056833558864,0.0,0.0,0.0,0.09579070816418583,0.07431664411366712,0.0,0.028875056382498872,0.0,0.0,0.0,0.0,0.0,0.0,0.01681190798376184,0.0,0.0,0.0,0.0,0.0,277125
1000085,7834.1578947368425,6,19,M,18-25,4,C,0,1,1,0.3715174438524948,0.0,0.019872488226323322,0.0,0.1788053665123716,0.0,0.0,0.20008868047484363,0.0,0.0,0.06059160625869169,0.0,0.0,0.0,0.0,0.16912441467527495,0.0,0.0,0.0,0.0,148849
